event,url,date,location,event_id,event_norm
UFC 96: Jackson vs Jardine,http://ufcstats.com/event-details/29b5791e51e7e832,"March 07, 2009","Columbus, Ohio, USA",126,ufc 96: jackson vs jardine
UFC 95: Sanchez vs Stevenson,http://ufcstats.com/event-details/7d21de9c6d7c98b2,"February 21, 2009","London, England, United Kingdom",125,ufc 95: sanchez vs stevenson
UFC Fight Night: Lauzon vs Stephens,http://ufcstats.com/event-details/d1759b2b7be9be56,"February 07, 2009","Tampa, Florida, USA",124,ufc fight night: lauzon vs stephens
UFC 94: St-Pierre vs Penn 2,http://ufcstats.com/event-details/2a542ee8a8b83559,"January 31, 2009","Las Vegas, Nevada, USA",123,ufc 94: st-pierre vs penn 2
UFC 93: Franklin vs Henderson,http://ufcstats.com/event-details/68c6cd5287b473a7,"January 17, 2009","Dublin, Leinster, Ireland",122,ufc 93: franklin vs henderson
UFC 92: The Ultimate 2008,http://ufcstats.com/event-details/23ab42947c1990e3,"December 27, 2008","Las Vegas, Nevada, USA",121,ufc 92: the ultimate 2008
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,http://ufcstats.com/event-details/ea398c802d9998ee,"December 13, 2008","Las Vegas, Nevada, USA",120,the ultimate fighter: team nogueira vs. team mir finale
UFC Fight Night - Fight for the Troops,http://ufcstats.com/event-details/30cd319d39ee689b,"December 10, 2008","Fayetteville, North Carolina, USA",119,ufc fight night - fight for the troops
UFC 91: Couture vs Lesnar,http://ufcstats.com/event-details/a2b06ca02bca14c0,"November 15, 2008","Las Vegas, Nevada, USA",118,ufc 91: couture vs lesnar
UFC 90: Silva vs Cote,http://ufcstats.com/event-details/c670aa48827d6be6,"October 25, 2008","Rosemont, Illinois, USA",117,ufc 90: silva vs cote
UFC 89: Bisping vs Leben,http://ufcstats.com/event-details/312f47c3d2f83ffa,"October 18, 2008","Birmingham, England, United Kingdom",116,ufc 89: bisping vs leben
UFC Fight Night: Diaz vs Neer,http://ufcstats.com/event-details/279093302a6f44b3,"September 17, 2008","Omaha, Nebraska, USA",115,ufc fight night: diaz vs neer
UFC 88: Breakthrough,http://ufcstats.com/event-details/0db70ca89e1c7374,"September 06, 2008","Atlanta, Georgia, USA",114,ufc 88: breakthrough
UFC 87: Seek And Destroy,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,"August 09, 2008","Minneapolis, Minnesota, USA",113,ufc 87: seek and destroy
UFC: Silva vs Irvin,http://ufcstats.com/event-details/46f11d15c0134fe3,"July 19, 2008","Las Vegas, Nevada, USA",112,ufc: silva vs irvin
UFC 86: Jackson vs Griffin,http://ufcstats.com/event-details/bf12aca029bfcc47,"July 05, 2008","Las Vegas, Nevada, USA",111,ufc 86: jackson vs griffin
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,http://ufcstats.com/event-details/2299605af59fd309,"June 21, 2008","Las Vegas, Nevada, USA",110,the ultimate fighter: team rampage vs team forrest finale
UFC 85: Bedlam,http://ufcstats.com/event-details/2efbc83a6b9b7f86,"June 07, 2008","London, England, United Kingdom",109,ufc 85: bedlam
UFC 84: Ill Will,http://ufcstats.com/event-details/2549d63da9c456cb,"May 24, 2008","Las Vegas, Nevada, USA",108,ufc 84: ill will
UFC 83: Serra vs St-Pierre 2,http://ufcstats.com/event-details/ad047e3073a775f3,"April 19, 2008","Montreal, Quebec, Canada",107,ufc 83: serra vs st-pierre 2
UFC Fight Night: Florian vs Lauzon,http://ufcstats.com/event-details/b9e871af730f826c,"April 02, 2008","Broomfield, Colorado, USA",106,ufc fight night: florian vs lauzon
UFC 82: Pride of a Champion,http://ufcstats.com/event-details/598a58db87b890ee,"March 01, 2008","Columbus, Ohio, USA",105,ufc 82: pride of a champion
UFC 81: Breaking Point,http://ufcstats.com/event-details/597db668b01c442c,"February 02, 2008","Las Vegas, Nevada, USA",104,ufc 81: breaking point
UFC Fight Night: Swick vs Burkman,http://ufcstats.com/event-details/33e33d51f289d2a1,"January 23, 2008","Las Vegas, Nevada, USA",103,ufc fight night: swick vs burkman
UFC 80: Rapid Fire,http://ufcstats.com/event-details/a24e080000fa7a35,"January 19, 2008","Newcastle, England, United Kingdom",102,ufc 80: rapid fire
UFC 79: Nemesis,http://ufcstats.com/event-details/7269329bd87eb479,"December 29, 2007","Las Vegas, Nevada, USA",101,ufc 79: nemesis
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,http://ufcstats.com/event-details/df85d6ec3493d120,"December 08, 2007","Las Vegas, Nevada, USA",100,the ultimate fighter: team hughes vs. team serra finale
UFC 78: Validation,http://ufcstats.com/event-details/1d147d4163a6989b,"November 17, 2007","Newark, New Jersey, USA",99,ufc 78: validation
UFC 77: Hostile Territory,http://ufcstats.com/event-details/91181b29be041f1c,"October 20, 2007","Cincinnati, Ohio, USA",98,ufc 77: hostile territory
UFC 76: Knockout,http://ufcstats.com/event-details/bad28b7b34f334de,"September 22, 2007","Anaheim, California, USA",97,ufc 76: knockout
UFC Fight Night: Thomas vs Florian,http://ufcstats.com/event-details/f341f9551ba744e2,"September 19, 2007","Las Vegas, Nevada, USA",96,ufc fight night: thomas vs florian
UFC 75: Champion vs Champion,http://ufcstats.com/event-details/0aa92558424ced9e,"September 08, 2007","London, England, United Kingdom",95,ufc 75: champion vs champion
UFC 74: Respect,http://ufcstats.com/event-details/a5c53b3ddb31cc7d,"August 25, 2007","Las Vegas, Nevada, USA",94,ufc 74: respect
UFC 73: Stacked,http://ufcstats.com/event-details/2a6f8136da1e52c0,"July 07, 2007","Sacramento, California, USA",93,ufc 73: stacked
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,http://ufcstats.com/event-details/e7ec11096eac0282,"June 23, 2007","Las Vegas, Nevada, USA",92,the ultimate fighter: team pulver vs. team penn finale
UFC 72: Victory,http://ufcstats.com/event-details/5ca158b1cc9cb242,"June 16, 2007","Belfast, Northern Ireland, United Kingdom",91,ufc 72: victory
UFC Fight Night: Stout vs Fisher,http://ufcstats.com/event-details/304fcd812f12c589,"June 12, 2007","Hollywood, Florida, USA",90,ufc fight night: stout vs fisher
UFC 71: Liddell vs Jackson,http://ufcstats.com/event-details/2e04a3b4a2011b97,"May 26, 2007","Las Vegas, Nevada, USA",89,ufc 71: liddell vs jackson
UFC 70: Nations Collide,http://ufcstats.com/event-details/4604ab1de9058474,"April 21, 2007","Manchester, England, United Kingdom",88,ufc 70: nations collide
UFC 69: Shootout,http://ufcstats.com/event-details/c1684f00c626f4c0,"April 07, 2007","Houston, Texas, USA",87,ufc 69: shootout
UFC Fight Night: Stevenson vs Guillard,http://ufcstats.com/event-details/a6c2f5381d575920,"April 05, 2007","Las Vegas, Nevada, USA",86,ufc fight night: stevenson vs guillard
UFC 68: The Uprising,http://ufcstats.com/event-details/de3ed2e152520c8d,"March 03, 2007","Columbus, Ohio, USA",85,ufc 68: the uprising
UFC 67: All or Nothing,http://ufcstats.com/event-details/63b65af1c5cb02cb,"February 03, 2007","Las Vegas, Nevada, USA",84,ufc 67: all or nothing
UFC Fight Night: Evans vs Salmon,http://ufcstats.com/event-details/13c4313ed0f744f3,"January 25, 2007","Hollywood, Florida, USA",83,ufc fight night: evans vs salmon
UFC 66: Liddell vs Ortiz 2,http://ufcstats.com/event-details/ee5df903f80c6816,"December 30, 2006","Las Vegas, Nevada, USA",82,ufc 66: liddell vs ortiz 2
UFC Fight Night: Sanchez vs Riggs,http://ufcstats.com/event-details/21b8a0f5c231096f,"December 13, 2006","San Diego, California, USA",81,ufc fight night: sanchez vs riggs
UFC 65: Bad Intentions,http://ufcstats.com/event-details/3fed746acfd026dd,"November 18, 2006","Sacramento, California, USA",80,ufc 65: bad intentions
The Ultimate Fighter: The Comeback Finale,http://ufcstats.com/event-details/baf942f4bcb09894,"November 11, 2006","Las Vegas, Nevada, USA",79,the ultimate fighter: the comeback finale
UFC 64: Unstoppable,http://ufcstats.com/event-details/13b2f59210dda9cc,"October 14, 2006","Las Vegas, Nevada, USA",78,ufc 64: unstoppable
Ortiz vs Shamrock 3: The Final Chapter,http://ufcstats.com/event-details/577ec7e108b94be3,"October 10, 2006","Hollywood, Florida, USA",77,ortiz vs shamrock 3: the final chapter
UFC 63: Hughes vs Penn,http://ufcstats.com/event-details/13e62d766b709aa6,"September 23, 2006","Anaheim, California, USA",76,ufc 63: hughes vs penn
UFC 62: Liddell vs Sobral,http://ufcstats.com/event-details/f717b6002486f73f,"August 26, 2006","Las Vegas, Nevada, USA",75,ufc 62: liddell vs sobral
UFC Fight Night 6,http://ufcstats.com/event-details/46c8ec317aff28ac,"August 17, 2006","Las Vegas, Nevada, USA",74,ufc fight night 6
UFC 61: Bitter Rivals,http://ufcstats.com/event-details/f70144caea5c4c80,"July 08, 2006","Las Vegas, Nevada, USA",73,ufc 61: bitter rivals
UFC Fight Night 5,http://ufcstats.com/event-details/445a98acb8985970,"June 28, 2006","Las Vegas, Nevada, USA",72,ufc fight night 5
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,http://ufcstats.com/event-details/1dab0d1d81dd06db,"June 24, 2006","Las Vegas, Nevada, USA",71,the ultimate fighter: team ortiz vs. team shamrock finale
UFC 60: Hughes vs Gracie,http://ufcstats.com/event-details/a54a35a670d8e852,"May 27, 2006","Los Angeles, California, USA",70,ufc 60: hughes vs gracie
UFC 59: Reality Check,http://ufcstats.com/event-details/03688dc3c3af3ac1,"April 15, 2006","Anaheim, California, USA",69,ufc 59: reality check
UFC Fight Night 4,http://ufcstats.com/event-details/b361180739bed4b0,"April 06, 2006","Las Vegas, Nevada, USA",68,ufc fight night 4
UFC 58: USA vs Canada,http://ufcstats.com/event-details/0e9869d712e81f8f,"March 04, 2006","Las Vegas, Nevada, USA",67,ufc 58: usa vs canada
UFC 57: Liddell vs Couture 3,http://ufcstats.com/event-details/977081bc01197656,"February 04, 2006","Las Vegas, Nevada, USA",66,ufc 57: liddell vs couture 3
UFC Fight Night 3,http://ufcstats.com/event-details/2ee09ec2a0695eb9,"January 16, 2006","Las Vegas, Nevada, USA",65,ufc fight night 3
UFC 56: Full Force,http://ufcstats.com/event-details/c7e9d15cfce52f1d,"November 19, 2005","Las Vegas, Nevada, USA",64,ufc 56: full force
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,http://ufcstats.com/event-details/31ceaf0e670c1578,"November 05, 2005","Las Vegas, Nevada, USA",63,the ultimate fighter: team hughes vs. team franklin finale
UFC 55: Fury,http://ufcstats.com/event-details/271fe91f4ba9d2c5,"October 07, 2005","Uncasville, Connecticut, USA",62,ufc 55: fury
UFC Fight Night 2,http://ufcstats.com/event-details/efaf544314bb5c2e,"October 03, 2005","Las Vegas, Nevada, USA",61,ufc fight night 2
UFC 54: Boiling Point,http://ufcstats.com/event-details/669a3cb6e394f515,"August 20, 2005","Las Vegas, Nevada, USA",60,ufc 54: boiling point
UFC Fight Night 1,http://ufcstats.com/event-details/3f24c96753dbd9f9,"August 06, 2005","Las Vegas, Nevada, USA",59,ufc fight night 1
UFC 53: Heavy Hitters,http://ufcstats.com/event-details/d3711d3784b76255,"June 04, 2005","Atlantic City, New Jersey, USA",58,ufc 53: heavy hitters
UFC 52: Couture vs Liddell 2,http://ufcstats.com/event-details/c933d423ebdbbbdb,"April 16, 2005","Las Vegas, Nevada, USA",57,ufc 52: couture vs liddell 2
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,"April 09, 2005","Las Vegas, Nevada, USA",56,the ultimate fighter: team couture vs. team liddell finale
UFC 51: Super Saturday,http://ufcstats.com/event-details/85d905f7c4f5a1af,"February 05, 2005","Las Vegas, Nevada, USA",55,ufc 51: super saturday
UFC 50: The War Of '04,http://ufcstats.com/event-details/ce783bf73b5131f9,"October 22, 2004","Atlantic City, New Jersey, USA",54,ufc 50: the war of '04
UFC 49: Unfinished Business,http://ufcstats.com/event-details/b4bc2e3353a770b5,"August 21, 2004","Las Vegas, Nevada, USA",53,ufc 49: unfinished business
UFC 48: Payback,http://ufcstats.com/event-details/429e7d3725852ce9,"June 19, 2004","Las Vegas, Nevada, USA",52,ufc 48: payback
UFC 47: It's On!,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,"April 02, 2004","Las Vegas, Nevada, USA",51,ufc 47: it's on!
UFC 46: Supernatural,http://ufcstats.com/event-details/94609dd91731d428,"January 31, 2004","Las Vegas, Nevada, USA",50,ufc 46: supernatural
UFC 45: Revolution,http://ufcstats.com/event-details/e670f8cc2969a789,"November 21, 2003","Uncasville, Connecticut, USA",49,ufc 45: revolution
UFC 44: Undisputed,http://ufcstats.com/event-details/c61f66d8c3fd5f07,"September 26, 2003","Las Vegas, Nevada, USA",48,ufc 44: undisputed
UFC 43: Meltdown,http://ufcstats.com/event-details/108afe61a26bcbf4,"June 06, 2003","Las Vegas, Nevada, USA",47,ufc 43: meltdown
UFC 42: Sudden Impact,http://ufcstats.com/event-details/ae58685caf8e4a0d,"April 25, 2003","Miami, Florida, USA",46,ufc 42: sudden impact
UFC 41: Onslaught,http://ufcstats.com/event-details/bba678d312590087,"February 28, 2003","Atlantic City, New Jersey, USA",45,ufc 41: onslaught
UFC 40: Vendetta,http://ufcstats.com/event-details/e06fd1260ac865a7,"November 22, 2002","Las Vegas, Nevada, USA",44,ufc 40: vendetta
UFC 39: The Warriors Return,http://ufcstats.com/event-details/0cf935519d439ba6,"September 27, 2002","Uncasville, Connecticut, USA",43,ufc 39: the warriors return
UFC 38: Brawl at the Hall,http://ufcstats.com/event-details/1dc56b59cb28425d,"July 13, 2002","London, England, United Kingdom",42,ufc 38: brawl at the hall
UFC 37.5: As Real As It Gets,http://ufcstats.com/event-details/9ccdd2ce45903f34,"June 22, 2002","Las Vegas, Nevada, USA",41,ufc 37.5: as real as it gets
UFC 37: High Impact,http://ufcstats.com/event-details/9fd1f08dd4aec14a,"May 10, 2002","Bossier City, Louisiana, USA",40,ufc 37: high impact
UFC 36: Worlds Collide,http://ufcstats.com/event-details/02fc8f50f56eb307,"March 22, 2002","Las Vegas, Nevada, USA",39,ufc 36: worlds collide
UFC 35: Throwdown,http://ufcstats.com/event-details/946f341df6472ee0,"January 11, 2002","Uncasville, Connecticut, USA",38,ufc 35: throwdown
UFC 34: High Voltage,http://ufcstats.com/event-details/4dc496aa0cfc0d95,"November 02, 2001","Las Vegas, Nevada, USA",37,ufc 34: high voltage
UFC 33: Victory in Vegas,http://ufcstats.com/event-details/c75b99887c8c3f5a,"September 28, 2001","Las Vegas, Nevada, USA",36,ufc 33: victory in vegas
UFC 32: Showdown in the Meadowlands,http://ufcstats.com/event-details/7b9aa973e5c04624,"June 29, 2001","East Rutherford, New Jersey, USA",35,ufc 32: showdown in the meadowlands
UFC 31: Locked and Loaded,http://ufcstats.com/event-details/20bd6c3e03c46ee6,"May 04, 2001","Atlantic City, New Jersey, USA",34,ufc 31: locked and loaded
UFC 30: Battle on the Boardwalk,http://ufcstats.com/event-details/2b1587a3376ab743,"February 23, 2001","Atlantic City, New Jersey, USA",33,ufc 30: battle on the boardwalk
UFC 29: Defense of the Belts,http://ufcstats.com/event-details/08ae5cd9aef7ddd3,"December 16, 2000","Tokyo, Japan",32,ufc 29: defense of the belts
UFC 28: High Stakes,http://ufcstats.com/event-details/da6dfd09cca1d705,"November 17, 2000","Atlantic City, New Jersey, USA",31,ufc 28: high stakes
UFC 27: Ultimate Bad Boyz,http://ufcstats.com/event-details/31652c9267606d54,"September 22, 2000","New Orleans, Louisiana, USA",30,ufc 27: ultimate bad boyz
UFC 26: Ultimate Field Of Dreams,http://ufcstats.com/event-details/cedfdf8d423d500c,"June 09, 2000","Cedar Rapids, Iowa, USA",29,ufc 26: ultimate field of dreams
UFC 25: Ultimate Japan 3,http://ufcstats.com/event-details/d2b1c1317a39f6c6,"April 14, 2000","Tokyo, Japan",28,ufc 25: ultimate japan 3
UFC 24: First Defense,http://ufcstats.com/event-details/20ec0061400178ca,"March 10, 2000","Lake Charles, Louisiana, USA",27,ufc 24: first defense
UFC 23: Ultimate Japan 2,http://ufcstats.com/event-details/a8fa0c4e95512806,"November 19, 1999","Chiba, Japan",26,ufc 23: ultimate japan 2
UFC 22: Only One Can be Champion,http://ufcstats.com/event-details/afaad7d6a581e307,"September 24, 1999","Lake Charles, Louisiana, USA",25,ufc 22: only one can be champion
UFC 21: Return of the Champions,http://ufcstats.com/event-details/1a1a4d7a29041d77,"July 16, 1999","Cedar Rapids, Iowa, USA",24,ufc 21: return of the champions
UFC 20: Battle for the Gold,http://ufcstats.com/event-details/a7b48e18ca27795d,"May 07, 1999","Birmingham, Alabama, USA",23,ufc 20: battle for the gold
UFC 19: Ultimate Young Guns,http://ufcstats.com/event-details/a220be6d41d6f97d,"March 05, 1999","Bay St. Louis, Mississippi, USA",22,ufc 19: ultimate young guns
UFC 18: The Road to the Heavyweight Title,http://ufcstats.com/event-details/c9bbf1a0285a8076,"January 08, 1999","New Orleans, Louisiana, USA",21,ufc 18: the road to the heavyweight title
UFC - Ultimate Brazil,http://ufcstats.com/event-details/32a3025d5db456ae,"October 16, 1998","Sao Paulo, Brazil",20,ufc - ultimate brazil
UFC 17: Redemption,http://ufcstats.com/event-details/4a01dc8376736ef5,"May 15, 1998","Mobile, Alabama, USA",19,ufc 17: redemption
UFC 16: Battle in the Bayou,http://ufcstats.com/event-details/749685d24e2cac50,"March 13, 1998","New Orleans, Louisiana, USA",18,ufc 16: battle in the bayou
UFC - Ultimate Japan,http://ufcstats.com/event-details/29f935654825331b,"December 21, 1997","Yokohama, Kanagawa, Japan",17,ufc - ultimate japan
UFC 15: Collision Course,http://ufcstats.com/event-details/07a18ae55dfc3cd9,"October 17, 1997","Bay St. Louis, Mississippi, USA",16,ufc 15: collision course
UFC 14: Showdown,http://ufcstats.com/event-details/dc950d59dc590aca,"July 27, 1997","Birmingham, Alabama, USA",15,ufc 14: showdown
UFC 13: The Ultimate Force,http://ufcstats.com/event-details/5bd533d50c8e7b8a,"May 30, 1997","Augusta, Georgia, USA",14,ufc 13: the ultimate force
UFC 12: Judgement Day,http://ufcstats.com/event-details/96eff1a628adcc7f,"February 07, 1997","Dothan, Alabama, USA",13,ufc 12: judgement day
UFC - Ultimate Ultimate '96,http://ufcstats.com/event-details/9b5b5a75523728f3,"December 07, 1996","Birmingham, Alabama, USA",12,ufc - ultimate ultimate '96
UFC 11: The Proving Ground,http://ufcstats.com/event-details/6ceff86fae4f6b3b,"September 20, 1996","Augusta, Georgia, USA",11,ufc 11: the proving ground
UFC 10: The Tournament,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,"July 12, 1996","Birmingham, Alabama, USA",10,ufc 10: the tournament
UFC 9: Motor City Madness,http://ufcstats.com/event-details/a390eb8a9b2df298,"May 17, 1996","Detroit, Michigan, USA",9,ufc 9: motor city madness
UFC 8: David vs Goliath,http://ufcstats.com/event-details/b63e800c18e011b5,"February 16, 1996","San Juan, Puerto Rico",8,ufc 8: david vs goliath
UFC - Ultimate Ultimate '95,http://ufcstats.com/event-details/31bbd46d57dfbcb7,"December 16, 1995","Denver, Colorado, USA",7,ufc - ultimate ultimate '95
UFC 7: The Brawl in Buffalo,http://ufcstats.com/event-details/5af480a3b2e1726b,"September 08, 1995","Buffalo, New York, USA",6,ufc 7: the brawl in buffalo
UFC 6: Clash of the Titans,http://ufcstats.com/event-details/1c3f5e85b59ec710,"July 14, 1995","Casper, Wyoming, USA",5,ufc 6: clash of the titans
UFC 5: The Return of the Beast,http://ufcstats.com/event-details/dedc3bb440d09554,"April 07, 1995","Charlotte, North Carolina, USA",4,ufc 5: the return of the beast
UFC 4: Revenge of the Warriors,http://ufcstats.com/event-details/b60391da771deefe,"December 16, 1994","Tulsa, Oklahoma, USA",3,ufc 4: revenge of the warriors
UFC 3: The American Dream,http://ufcstats.com/event-details/1a49e0670dfaca31,"September 09, 1994","Charlotte, North Carolina, USA",2,ufc 3: the american dream
UFC 2: No Way Out,http://ufcstats.com/event-details/a6a9ab5a824e8f66,"March 11, 1994","Denver, Colorado, USA",1,ufc 2: no way out
